A1,A2,A3,A4,A5,A6,A7,A8,DELTA
0.037645047,0.031373271,0.024545281,0.032811752,0.020709332,0.018944796,0.026539975,0.018810537,0.00019054
0.029877251,0.027249625,0.035113321,0.026750952,0.019788704,0.024046608,0.030222486,0.024027428,0.000125627
0.021438163,0.031929483,0.01859956,0.018215965,0.028611387,0.027882557,0.036916217,0.019731165,0.000167543
0.03666688,0.033061088,0.033463863,0.029838891,0.038910911,0.026578334,0.024161686,0.036110668,7.19E-05
0.020479175,0.028074354,0.028726466,0.019424289,0.029397757,0.031028035,0.02241633,0.022588947,0.000126425
0.027844198,0.024430203,0.0337132,0.028323691,0.032198,0.035055782,0.022128633,0.022512228,0.00011848
0.025159033,0.026041301,0.036494263,0.027978456,0.024334304,0.026386537,0.034959883,0.027748299,0.000106666
0.02466036,0.025465909,0.024161686,0.023432856,0.035305118,0.02011476,0.024506922,0.019213312,0.000189571
0.021399803,0.032236359,0.026731772,0.02009558,0.032600774,0.036168207,0.020613433,0.038699933,6.91E-05
0.025024775,0.032313078,0.038642394,0.035765432,0.031047215,0.033156987,0.023279418,0.023260238,0.000102405
0.033981716,0.029493656,0.020786051,0.032869291,0.020344917,0.037683407,0.034058435,0.032677493,9.52E-05
0.035746253,0.022473869,0.033962536,0.02918678,0.018292684,0.027019468,0.022339611,0.037913564,8.51E-05
0.034115974,0.03296519,0.03141163,0.026961929,0.029493656,0.024430203,0.030893777,0.018963975,0.000157609
0.025485089,0.023183519,0.019942142,0.035381837,0.033272065,0.02015312,0.023701372,0.022339611,0.000175326
0.033425503,0.036244926,0.036225746,0.031085574,0.032524055,0.034710546,0.038565675,0.030452643,7.63E-05
0.034192693,0.022742385,0.019961322,0.031239012,0.025600167,0.021764218,0.026731772,0.022243712,0.00017488
0.019520188,0.037088835,0.037721766,0.019635266,0.027211266,0.021438163,0.033809098,0.026213919,0.000107725
0.02840041,0.0231068,0.025216572,0.038143721,0.018215965,0.023241059,0.022799924,0.034863984,0.000100953
0.023797271,0.018791358,0.028860724,0.024928876,0.024372664,0.025350831,0.027786658,0.026002942,0.000144291
0.018772178,0.026271458,0.025580988,0.018004988,0.023279418,0.022857464,0.024219226,0.018484482,0.000184289
0.037203913,0.019577727,0.037184734,0.026022122,0.03442285,0.03296519,0.023490395,0.031200653,0.000106173
0.023049261,0.032735033,0.02316434,0.020229839,0.028055175,0.025964582,0.02692357,0.018158426,0.000172203
0.035861331,0.021131287,0.036570982,0.035631174,0.023797271,0.025139853,0.030510182,0.018024168,0.000179919
0.021073747,0.035381837,0.023605474,0.019079054,0.025619347,0.020824411,0.019309211,0.03292683,9.05E-05
0.022569768,0.020977849,0.030912957,0.03517086,0.023989069,0.021399803,0.029685453,0.021956016,0.000164349
0.022550588,0.033252886,0.035861331,0.025331651,0.031296552,0.033521402,0.033367964,0.033444683,7.43E-05
0.032198,0.019098234,0.024027428,0.034672187,0.018120067,0.021879297,0.035592815,0.030893777,0.000132567
0.02013394,0.018100887,0.025235752,0.034173514,0.024813798,0.029321038,0.032428157,0.021764218,0.000167018
0.02690439,0.030356744,0.019290031,0.024084967,0.03444203,0.023509575,0.024315124,0.024602821,0.000142454
0.031603428,0.021169646,0.018714639,0.034768086,0.029263499,0.036858678,0.033406324,0.02164914,0.000153292
0.027077008,0.017909089,0.022550588,0.027556501,0.032869291,0.019443469,0.028170253,0.030874597,0.000143155
0.035650354,0.029205959,0.021438163,0.022051914,0.026770132,0.034748906,0.03215964,0.02312598,0.000129156
0.02464118,0.025274112,0.027978456,0.038162901,0.021284725,0.033847458,0.018676279,0.034921524,8.41E-05
0.019539368,0.038738293,0.031680147,0.018196786,0.024257585,0.028074354,0.027518142,0.03442285,7.33E-05
0.038565675,0.035324298,0.027825018,0.018791358,0.024602821,0.019961322,0.036033949,0.032025382,9.26E-05
0.019884603,0.028553848,0.022742385,0.027192086,0.029838891,0.028534668,0.030375924,0.025696066,0.000121298
0.028093534,0.034921524,0.037338172,0.018120067,0.023624654,0.027959276,0.021246365,0.028496309,8.87E-05
0.038508136,0.034346131,0.028956623,0.037376531,0.03519004,0.036091488,0.027863377,0.033329605,7.51E-05
0.018177606,0.037587508,0.029647094,0.021399803,0.020038041,0.023778091,0.020690152,0.029205959,9.31E-05
0.022166993,0.020766871,0.03822044,0.033981716,0.025926223,0.027403063,0.038834192,0.036225746,9.73E-05
0.021188826,0.030951316,0.030337564,0.019692806,0.037318992,0.030280025,0.022646486,0.031181473,8.72E-05
0.019290031,0.029321038,0.036609341,0.035669534,0.029033342,0.033310425,0.031085574,0.020210659,0.000122923
0.024411023,0.034863984,0.020632613,0.021725859,0.022282071,0.027326344,0.025696066,0.030241666,0.000103553
0.022723205,0.031833585,0.021553241,0.036417544,0.019251672,0.03820126,0.021035388,0.030280025,9.18E-05
0.024890517,0.038297159,0.018081707,0.033732379,0.031066395,0.0215916,0.029762172,0.025465909,0.000138036
0.038738293,0.035151681,0.029858071,0.029858071,0.036570982,0.037913564,0.032025382,0.03143081,7.73E-05
0.034959883,0.018139246,0.021150466,0.02241633,0.036551802,0.032044562,0.036014769,0.02237797,0.000169036
0.022071094,0.032754212,0.019462649,0.019328391,0.037050475,0.03894927,0.035611994,0.028553848,0.000105723
0.034614648,0.023816451,0.023221879,0.027920916,0.025887863,0.019577727,0.021476522,0.02090113,0.000180849
0.026022122,0.019827064,0.034691367,0.038009463,0.020958669,0.019117413,0.034096795,0.033924177,0.000112085
0.031756866,0.021476522,0.03442285,0.036609341,0.032619954,0.030471823,0.033061088,0.03670524,9.08E-05
0.02542755,0.020057221,0.028994982,0.036091488,0.024219226,0.028035995,0.03520922,0.032255539,0.000112949
0.032274719,0.029838891,0.023969889,0.021418983,0.033483043,0.029378577,0.037318992,0.018004988,0.000164404
0.034020076,0.025657707,0.035477736,0.029666273,0.025254932,0.020325737,0.024602821,0.025983762,0.000123714
0.022819104,0.023413676,0.018676279,0.023452036,0.030912957,0.034768086,0.035765432,0.038124541,0.00010385
0.020805231,0.022013555,0.02391235,0.018887256,0.027518142,0.038853371,0.020670973,0.024276765,0.000129467
0.026808491,0.030912957,0.022684846,0.023950709,0.030491002,0.022243712,0.035861331,0.036743599,8.87E-05
0.030184126,0.036187387,0.027614041,0.028726466,0.03440367,0.030893777,0.036206567,0.028611387,9.23E-05
0.022147813,0.027307165,0.037146374,0.033176167,0.018311864,0.019040694,0.019846244,0.033559762,8.86E-05
0.019002335,0.031296552,0.01787073,0.035861331,0.035611994,0.029474476,0.036570982,0.030069048,0.00011403
0.02769076,0.021553241,0.018350224,0.02466036,0.018100887,0.030145767,0.038412237,0.019040694,0.000184919
0.023068441,0.034518749,0.035247579,0.02088195,0.034787265,0.031756866,0.038795832,0.020651793,0.000124108
0.019827064,0.020038041,0.036897037,0.019980502,0.025139853,0.038258799,0.028860724,0.019558547,0.000150108
0.028189433,0.038335518,0.026846851,0.034326951,0.025216572,0.019501008,0.027805838,0.025293291,0.000122626
0.03440367,0.028323691,0.032006202,0.020268198,0.025734426,0.038469776,0.033310425,0.037817665,7.07E-05
0.028745646,0.023643833,0.031756866,0.03141163,0.034614648,0.031334911,0.030299205,0.022435509,0.000128631
0.019942142,0.036321645,0.033156987,0.026539975,0.022320431,0.02086277,0.027403063,0.019539368,0.000158783
0.026961929,0.019673626,0.032850111,0.022838284,0.028994982,0.035496916,0.033847458,0.037779306,9.61E-05
0.030529362,0.031814405,0.037395711,0.018292684,0.021246365,0.034058435,0.031891124,0.031660967,7.83E-05
0.023989069,0.029263499,0.031699326,0.022071094,0.03823962,0.023010902,0.019443469,0.030433463,9.49E-05
0.033904997,0.01940511,0.032121281,0.030740339,0.036897037,0.033789919,0.025964582,0.019673626,0.00015241
0.022991722,0.037721766,0.038373878,0.020018861,0.032025382,0.034653007,0.022761565,0.032543235,6.97E-05
0.024602821,0.022895823,0.019136593,0.025619347,0.026942749,0.01936675,0.030184126,0.026981109,0.000150249
0.020920309,0.034211873,0.019270851,0.026482436,0.03144999,0.031948663,0.037971103,0.027901737,0.000110902
0.03444203,0.037683407,0.035496916,0.028246972,0.026233099,0.019021515,0.026520795,0.019079054,0.000170886
0.037817665,0.02237797,0.031239012,0.025638527,0.032370617,0.028860724,0.025293291,0.036206567,9.05E-05
0.038354698,0.028093534,0.034537929,0.031910304,0.025657707,0.024622,0.018139246,0.03141163,8.96E-05
0.0231068,0.027709939,0.027441423,0.028457949,0.018733818,0.027096187,0.028592208,0.022282071,0.00013427
0.018139246,0.022128633,0.035669534,0.024602821,0.037261453,0.027479782,0.021514882,0.019865423,0.000158761
0.036628521,0.021112107,0.022109454,0.02540837,0.027192086,0.032619954,0.03666688,0.032006202,0.000116417
0.029551195,0.019635266,0.023068441,0.035285939,0.031699326,0.026655053,0.031354091,0.024871337,0.000150523
0.019040694,0.027594861,0.021092927,0.021572421,0.038508136,0.036494263,0.037069655,0.037223093,9.04E-05
0.022799924,0.028266152,0.038162901,0.022934183,0.023010902,0.037357351,0.024468562,0.020958669,0.000116588
0.028534668,0.021783398,0.029973149,0.02993479,0.023547935,0.027441423,0.029090881,0.027019468,0.000121876
0.037146374,0.023605474,0.021418983,0.026616694,0.018426942,0.033463863,0.036072308,0.020459996,0.00015275
0.031967843,0.023336957,0.03446121,0.02239715,0.033770739,0.028323691,0.026463256,0.020766871,0.000146776
0.019731165,0.019942142,0.030356744,0.020977849,0.01787073,0.036935397,0.034595468,0.019155773,0.000157694
0.026213919,0.027498962,0.034096795,0.01859956,0.032274719,0.025600167,0.036436723,0.034269412,8.54E-05
0.029704633,0.036590161,0.038258799,0.025849504,0.022665666,0.018887256,0.028918263,0.019481828,0.000165631
0.031948663,0.019711985,0.023624654,0.026386537,0.026290638,0.025312471,0.022895823,0.02840041,0.000135409
0.030912957,0.028227792,0.03440367,0.029973149,0.025504269,0.018100887,0.0261372,0.038469776,7.65E-05
0.02312598,0.026194739,0.029397757,0.030797878,0.021188826,0.021054568,0.035669534,0.035285939,9.19E-05
0.019922963,0.031641787,0.029474476,0.033195346,0.026060481,0.026405717,0.019520188,0.037625868,7.30E-05
0.024065788,0.034844805,0.037127194,0.033137807,0.025542628,0.025293291,0.037683407,0.02239715,0.000122622
0.033041909,0.028035995,0.021016208,0.018561201,0.02312598,0.035362658,0.029512835,0.034940703,9.43E-05
0.035707893,0.030222486,0.036647701,0.020670973,0.024717899,0.02540837,0.025350831,0.022320431,0.000130236
0.026060481,0.038469776,0.031910304,0.026520795,0.019232492,0.035535275,0.026386537,0.03517086,6.55E-05
0.019961322,0.018407763,0.027460603,0.034384491,0.018004988,0.034959883,0.02767158,0.021150466,0.000153359
0.034768086,0.032715853,0.03139245,0.036647701,0.023778091,0.024276765,0.038258799,0.03741489,7.33E-05
0.02164914,0.03591887,0.02467954,0.024583641,0.036244926,0.024852157,0.028553848,0.027709939,0.000105598
0.033578941,0.027978456,0.028822365,0.025101494,0.029416937,0.020498355,0.029877251,0.031680147,9.95E-05
0.036129848,0.037798485,0.038661574,0.027997635,0.029742992,0.038815012,0.034115974,0.03139245,6.92E-05
0.038412237,0.035439377,0.018829717,0.037338172,0.024564461,0.022588947,0.034787265,0.029838891,0.000116944
0.033885817,0.027997635,0.025945403,0.035036602,0.027997635,0.036436723,0.032677493,0.027345524,0.000100745
0.022953362,0.025063134,0.030874597,0.021112107,0.028803185,0.01861874,0.025542628,0.018043348,0.00020192
0.038891731,0.027077008,0.030951316,0.027096187,0.024468562,0.0352284,0.024104147,0.03369402,8.18E-05
0.027019468,0.03666688,0.038604035,0.034192693,0.022090274,0.031910304,0.038105361,0.032888471,7.14E-05
0.025734426,0.033291245,0.019021515,0.034000896,0.033789919,0.024737079,0.024353484,0.025024775,0.000134871
0.033252886,0.030893777,0.025350831,0.025139853,0.033885817,0.021476522,0.036897037,0.025523448,0.000126814
0.036877858,0.021284725,0.02692357,0.037625868,0.02389317,0.032984369,0.033559762,0.020268198,0.000147634
0.022876643,0.022608127,0.036916217,0.036743599,0.029378577,0.021572421,0.033904997,0.026041301,0.000129992
0.036494263,0.037529969,0.034115974,0.033272065,0.019750345,0.027863377,0.02239715,0.036398364,6.65E-05
0.019194132,0.029781352,0.035439377,0.028266152,0.024832977,0.025983762,0.019999682,0.030548542,9.03E-05
0.025350831,0.027096187,0.019635266,0.038680754,0.027077008,0.035669534,0.019942142,0.038795832,8.86E-05
0.01936675,0.029282678,0.025523448,0.019558547,0.031948663,0.019673626,0.026846851,0.03591887,9.00E-05
0.036973756,0.036053129,0.019079054,0.022723205,0.037242273,0.027153727,0.018120067,0.038891731,8.45E-05
0.027978456,0.018810537,0.029608734,0.021706679,0.018791358,0.02993479,0.025772785,0.034595468,0.000110151
0.023298598,0.028668927,0.018810537,0.033099448,0.036973756,0.035880511,0.038143721,0.026750952,0.000117802
0.035784612,0.020824411,0.027882557,0.024526102,0.027172906,0.024334304,0.03217882,0.026386537,0.000135791
0.036398364,0.038719113,0.027345524,0.031718506,0.028668927,0.026041301,0.033828278,0.032524055,8.39E-05
0.032619954,0.019079054,0.038910911,0.036513442,0.034729726,0.034633827,0.036283286,0.027230446,0.000118409
0.02611802,0.023356137,0.030721159,0.036014769,0.036014769,0.030855418,0.024334304,0.030778699,0.000100044
0.02241633,0.018925616,0.022991722,0.03591887,0.019501008,0.028342871,0.027364704,0.028688106,0.00013616
0.029301858,0.030989676,0.037088835,0.024813798,0.032735033,0.018350224,0.022684846,0.022704026,0.000140955
0.024161686,0.028899084,0.023682193,0.038508136,0.036781959,0.028879904,0.035573635,0.034825625,8.96E-05
0.031833585,0.034269412,0.020325737,0.03290765,0.026712593,0.031085574,0.036551802,0.025178213,0.000119792
0.037721766,0.031891124,0.024008248,0.018446122,0.024698719,0.023528755,0.027940096,0.019251672,0.000171955
0.028035995,0.028246972,0.028592208,0.022339611,0.037031296,0.036302465,0.021840937,0.018215965,0.000140044
0.038488956,0.019002335,0.018657099,0.030567721,0.037836845,0.032447336,0.028841544,0.035573635,0.000127647
0.021476522,0.029973149,0.037932744,0.035995589,0.036149027,0.037338172,0.031296552,0.034154334,7.32E-05
0.029627914,0.033195346,0.018235145,0.025753605,0.021706679,0.029416937,0.024180866,0.022186173,0.000146105
0.021514882,0.030375924,0.035381837,0.031296552,0.031507529,0.023279418,0.02542755,0.024008248,0.000122383
0.01861874,0.029436116,0.025043955,0.037549149,0.036033949,0.01858038,0.02912924,0.031967843,0.000103494
0.02615638,0.024717899,0.018043348,0.038776652,0.03141163,0.027038648,0.028304511,0.023835631,0.00015342
0.020670973,0.032773392,0.029704633,0.038834192,0.035247579,0.026693413,0.024756258,0.036302465,7.56E-05
0.031258192,0.018676279,0.020287378,0.032581595,0.018503661,0.035247579,0.033425503,0.031565068,0.000129813
0.035669534,0.034096795,0.020613433,0.027959276,0.034940703,0.036916217,0.018081707,0.029071701,9.77E-05
0.032811752,0.027518142,0.027575681,0.032485696,0.036436723,0.019558547,0.027134547,0.025504269,0.000131483
0.020594254,0.036954577,0.028093534,0.018273505,0.034633827,0.037184734,0.027038648,0.029416937,8.51E-05
0.025331651,0.024161686,0.027959276,0.032408977,0.023567114,0.019232492,0.018983155,0.018100887,0.000202218
0.032830931,0.033828278,0.037376531,0.02914842,0.034844805,0.022761565,0.029992329,0.033425503,7.88E-05
0.022013555,0.035113321,0.02918678,0.020536714,0.038316339,0.029800532,0.02540837,0.036954577,7.07E-05
0.03369402,0.026559155,0.028112714,0.022090274,0.025523448,0.033885817,0.023816451,0.034518749,8.44E-05
0.032850111,0.031622607,0.03520922,0.029992329,0.034921524,0.018657099,0.020709332,0.037299812,7.26E-05
0.029781352,0.031354091,0.024219226,0.026405717,0.028841544,0.03670524,0.036839498,0.023682193,0.000112656
0.019270851,0.033003549,0.021956016,0.036360004,0.028956623,0.033943357,0.023298598,0.034787265,8.39E-05
0.021169646,0.037299812,0.031334911,0.036206567,0.038009463,0.034537929,0.029205959,0.026539975,8.97E-05
0.030299205,0.024257585,0.022972542,0.035247579,0.0215916,0.03214046,0.024737079,0.031373271,0.000105155
0.037529969,0.024948056,0.024123327,0.026501615,0.019194132,0.029244319,0.031776045,0.033137807,0.000100781
0.019807884,0.018177606,0.021476522,0.01787073,0.032658314,0.020018861,0.029225139,0.020805231,0.000205498
0.020536714,0.020191479,0.038565675,0.025274112,0.03296519,0.019155773,0.021188826,0.033022729,0.000111571
0.024526102,0.034614648,0.036455903,0.025063134,0.037491609,0.026559155,0.027096187,0.036014769,7.00E-05
0.027882557,0.034940703,0.01936675,0.019270851,0.031162293,0.026616694,0.035707893,0.029589554,0.000111635
0.018484482,0.022051914,0.020709332,0.033598121,0.028189433,0.025178213,0.02615638,0.033041909,0.000118914
0.019232492,0.02538919,0.036551802,0.03139245,0.030529362,0.036628521,0.033041909,0.02611802,0.000103218
0.029838891,0.021879297,0.024871337,0.027211266,0.036340825,0.035439377,0.020306558,0.023586294,0.00013014
0.032447336,0.036340825,0.018158426,0.021208006,0.033828278,0.032773392,0.023969889,0.02540837,0.000124457
0.031795225,0.019501008,0.021112107,0.025005595,0.02540837,0.019731165,0.0291676,0.02464118,0.000170814
0.037990283,0.025945403,0.028285332,0.0306828,0.03591887,0.025849504,0.034365311,0.032274719,9.76E-05
0.027326344,0.034729726,0.020210659,0.037223093,0.022013555,0.037165554,0.020479175,0.02314516,0.000115666
0.027172906,0.034633827,0.022934183,0.038469776,0.028285332,0.019654446,0.029858071,0.038546495,8.16E-05
0.037568328,0.026290638,0.02162996,0.032082921,0.023739732,0.018311864,0.024717899,0.019520188,0.000198354
0.025082314,0.026348177,0.031507529,0.031488349,0.032408977,0.018081707,0.027729119,0.019059874,0.000187841
0.030721159,0.026712593,0.038028642,0.026002942,0.030548542,0.017985808,0.025005595,0.034346131,8.78E-05
0.03365566,0.027786658,0.021572421,0.038757473,0.035074962,0.033866638,0.030164947,0.03597641,9.09E-05
0.030874597,0.020517535,0.01858038,0.024967236,0.019616087,0.034557108,0.018925616,0.030414283,0.000129611
0.031181473,0.034231053,0.018177606,0.035132501,0.03668606,0.027307165,0.028342871,0.032696673,0.000105868
0.034288592,0.025715246,0.021725859,0.02843877,0.032754212,0.037031296,0.038277979,0.027268805,0.000113718
0.035631174,0.030759519,0.022166993,0.028745646,0.01940511,0.035803792,0.033521402,0.028899084,0.000101327
0.02015312,0.036628521,0.03668606,0.03294601,0.021994375,0.018292684,0.026597514,0.027518142,0.000104723
0.018235145,0.033483043,0.027000289,0.02086277,0.024353484,0.037108015,0.034192693,0.036570982,7.41E-05
0.020977849,0.030817058,0.027863377,0.030510182,0.028707286,0.029647094,0.036417544,0.027172906,0.000103839
0.033540582,0.027479782,0.028975802,0.025926223,0.036187387,0.032236359,0.021917656,0.030951316,9.10E-05
0.019788704,0.038834192,0.034020076,0.020824411,0.031354091,0.038584855,0.026559155,0.021342264,0.000107005
0.029589554,0.0276524,0.037529969,0.026041301,0.034825625,0.030184126,0.030107407,0.027441423,9.89E-05
0.037702587,0.037031296,0.034979063,0.034902344,0.024583641,0.028899084,0.03292683,0.028707286,8.76E-05
0.035995589,0.033943357,0.035631174,0.027115367,0.028093534,0.03444203,0.031258192,0.033348784,7.20E-05
0.020651793,0.024391843,0.021821757,0.021361444,0.025676886,0.019424289,0.036053129,0.028668927,0.000130496
0.026405717,0.03365566,0.023010902,0.020191479,0.020421636,0.022799924,0.035401017,0.035592815,8.76E-05
0.029512835,0.027268805,0.026827671,0.024794618,0.027268805,0.020613433,0.029781352,0.036168207,8.91E-05
0.030280025,0.018561201,0.020172299,0.017909089,0.022819104,0.020977849,0.023547935,0.037932744,0.000124202
0.018388583,0.024813798,0.03818208,0.023221879,0.0231068,0.024890517,0.033751559,0.038604035,8.25E-05
0.030471823,0.019980502,0.025964582,0.03597641,0.035995589,0.034173514,0.037951923,0.032293898,0.00011066
0.021975195,0.029551195,0.034863984,0.031891124,0.022953362,0.031239012,0.025849504,0.038393058,6.98E-05
0.022780745,0.025619347,0.033022729,0.037875204,0.026041301,0.022684846,0.026002942,0.031028035,0.000100813
0.024813798,0.025830324,0.037223093,0.025676886,0.031277372,0.028784005,0.025024775,0.031008856,9.25E-05
