A1,A2,A3,A4,A5,A6,A7,A8,DELTA
0.025474091,0.026394338,0.037297261,0.028414879,0.02461386,0.026754434,0.035696832,0.028174815,0.000103528
0.024953951,0.025794177,0.024433812,0.023673608,0.036056928,0.02021268,0.024793909,0.019272428,0.000187463
0.02155304,0.03285607,0.027114531,0.020192675,0.033236172,0.03695717,0.02073282,0.039597878,6.64E-05
0.025334053,0.032936091,0.039537861,0.036537057,0.031615737,0.033816327,0.023513565,0.02349356,9.93E-05
0.034676558,0.029995303,0.020912868,0.033516247,0.020452745,0.038537593,0.03475658,0.033316193,9.24E-05
0.036517052,0.02267334,0.034656553,0.029675217,0.018312171,0.027414611,0.022533302,0.038777658,8.23E-05
0.034816596,0.033616274,0.031995839,0.027354595,0.029995303,0.024713887,0.031455695,0.019012358,0.000155074
0.025814182,0.023413538,0.020032632,0.03613695,0.03393636,0.020252691,0.023953683,0.022533302,0.00017273
0.034096403,0.037037191,0.037017186,0.031655748,0.03315615,0.035436762,0.03945784,0.030995571,7.34E-05
0.034896617,0.022953415,0.020052637,0.031815791,0.025934214,0.021933142,0.027114531,0.022433276,0.000172217
0.019592514,0.037917427,0.038577604,0.019712546,0.027614665,0.02159305,0.03449651,0.026574386,0.000104747
0.028854997,0.023333517,0.025534107,0.039017722,0.018232149,0.023473555,0.023013431,0.035596805,9.79E-05
0.02405371,0.01883231,0.029335126,0.025234027,0.024653871,0.025674145,0.028214826,0.026354327,0.000141573
0.018812305,0.026634402,0.025914209,0.01801209,0.023513565,0.023073447,0.024493828,0.018512224,0.000182198
0.038037459,0.01965253,0.038017454,0.026374332,0.035136681,0.033616274,0.023733624,0.03177578,0.000103525
0.023273501,0.033376209,0.023393533,0.020332712,0.028494901,0.026314316,0.027314584,0.018172133,0.000169853
0.036637084,0.021272965,0.037377282,0.036397019,0.02405371,0.025454086,0.031055587,0.018032096,0.000177576
0.021212948,0.03613695,0.023853656,0.019132391,0.02595422,0.020952879,0.019372455,0.033576263,8.74E-05
0.022773367,0.021112922,0.0314757,0.035916891,0.024253764,0.02155304,0.030195357,0.022133195,0.000161707
0.022753361,0.033916354,0.036637084,0.025654139,0.031875807,0.034196429,0.034036386,0.034116408,7.15E-05
0.032816059,0.019152396,0.024293774,0.035396751,0.018132122,0.022053174,0.036357009,0.031455695,0.00012977
0.020232686,0.018112117,0.025554112,0.034876612,0.025113994,0.029815255,0.033056124,0.021933142,0.000164489
0.027294579,0.030895544,0.01935245,0.024353791,0.035156687,0.02375363,0.024593855,0.024893935,0.000139563
0.032195893,0.021312975,0.018752289,0.035496778,0.029755239,0.037677363,0.034076397,0.021813109,0.000150432
0.027474627,0.017912063,0.022753361,0.027974761,0.033516247,0.019512493,0.028614933,0.031435689,0.000140657
0.036417025,0.029695223,0.02159305,0.022233222,0.027154541,0.035476773,0.032776049,0.023353522,0.000126061
0.024933946,0.025594123,0.028414879,0.039037727,0.021433007,0.034536521,0.018712278,0.035656821,8.11E-05
0.019612519,0.039637888,0.032275914,0.018212144,0.024533839,0.028514906,0.027934751,0.035136681,7.04E-05
0.03945784,0.036076934,0.028254836,0.01883231,0.024893935,0.020052637,0.036817132,0.032636011,8.95E-05
0.019972616,0.02901504,0.022953415,0.027594659,0.0303554,0.028995035,0.03091555,0.026034241,0.000118147
0.028534912,0.035656821,0.038177497,0.018132122,0.023873662,0.028394874,0.021392997,0.028955024,8.57E-05
0.039397824,0.03505666,0.029435153,0.038217507,0.035936896,0.036877148,0.028294847,0.033996376,7.22E-05
0.018192139,0.038437566,0.030155346,0.02155304,0.020132659,0.024033705,0.020812841,0.029695223,9.00E-05
0.022353254,0.020892863,0.039097743,0.034676558,0.026274305,0.027814718,0.039737915,0.037017186,9.46E-05
0.021332981,0.031515711,0.030875539,0.019772562,0.038157491,0.030815523,0.022853388,0.031755775,8.42E-05
0.01935245,0.029815255,0.037417293,0.03643703,0.029515174,0.03397637,0.031655748,0.020312707,0.000119729
0.024693882,0.035596805,0.020752825,0.021893131,0.022473286,0.027734697,0.026034241,0.030775512,0.0001006
0.02293341,0.032435957,0.021713083,0.037217239,0.019312439,0.039077738,0.021172938,0.030815523,8.88E-05
0.025194016,0.039177765,0.018092112,0.034416488,0.031635743,0.021753093,0.030275378,0.025794177,0.000135397
0.039637888,0.035896885,0.030375405,0.030375405,0.037377282,0.038777658,0.032636011,0.032015845,7.44E-05
0.035696832,0.018152128,0.02129297,0.022613324,0.037357277,0.032656016,0.036797127,0.022573313,0.000166553
0.022253227,0.033396215,0.019532498,0.01939246,0.037877416,0.039857947,0.036377014,0.02901504,0.000102964
0.035336735,0.024073715,0.023453549,0.028354863,0.026234295,0.01965253,0.021633061,0.0210329,0.000178362
0.026374332,0.0199126,0.035416757,0.038877684,0.021092916,0.019172401,0.03479659,0.034616542,0.000109303
0.032355936,0.021633061,0.035136681,0.037417293,0.033256177,0.031015577,0.033716301,0.03751732,8.81E-05
0.025754166,0.020152664,0.029475164,0.036877148,0.024493828,0.028474895,0.035956901,0.032876075,0.000110147
0.032896081,0.0303554,0.024233758,0.021573045,0.034156419,0.029875271,0.038157491,0.01801209,0.000161649
0.034716569,0.02599423,0.036236976,0.030175351,0.025574118,0.020432739,0.024893935,0.026334322,0.00012059
0.023033437,0.023653603,0.018712278,0.023693614,0.0314757,0.035496778,0.036537057,0.038997717,0.000101396
0.020932873,0.022193211,0.024173742,0.018932337,0.027934751,0.03975792,0.020792836,0.024553844,0.000126566
0.027194552,0.0314757,0.022893399,0.024213753,0.031035582,0.022433276,0.036637084,0.03755733,8.58E-05
0.030715496,0.036977175,0.028034777,0.029195089,0.035116676,0.031455695,0.03699718,0.029075056,8.92E-05
0.022333249,0.027714692,0.037977443,0.033836333,0.018332176,0.01909238,0.019932605,0.03423644,8.55E-05
0.019052369,0.031875807,0.017872053,0.036637084,0.036377014,0.029975298,0.037377282,0.030595464,0.00011138
0.028114799,0.021713083,0.018372187,0.024953951,0.018112117,0.030675485,0.039297797,0.01909238,0.00018241
0.023293506,0.035236708,0.035996912,0.021012895,0.035516783,0.032355936,0.039697904,0.02077283,0.000121208
0.0199126,0.020132659,0.037717373,0.020072643,0.025454086,0.039137754,0.029335126,0.019632525,0.000147556
0.028634938,0.039217776,0.027234563,0.035036655,0.025534107,0.019572509,0.028234831,0.025614128,0.000119616
0.035116676,0.028774976,0.032616006,0.020372723,0.026074252,0.039357813,0.03397637,0.038677631,6.79E-05
0.029215094,0.023893667,0.032355936,0.031995839,0.035336735,0.031915818,0.030835528,0.022633329,0.000125447
0.020032632,0.037117212,0.033816327,0.026914477,0.022513297,0.020992889,0.027814718,0.019612519,0.000156634
0.027354595,0.019752557,0.033496242,0.023053442,0.029475164,0.036256982,0.034536521,0.03863762,9.37E-05
0.031075593,0.032415952,0.038237513,0.018312171,0.021392997,0.03475658,0.032495973,0.032255909,7.54E-05
0.024253764,0.029755239,0.03229592,0.022253227,0.039117749,0.02323349,0.019512493,0.030975566,9.17E-05
0.034596537,0.019472482,0.032736038,0.031295652,0.037717373,0.034476504,0.026314316,0.019752557,0.000149488
0.023213485,0.038577604,0.039257786,0.020112653,0.032636011,0.035376746,0.02297342,0.033176156,6.70E-05
0.024893935,0.023113458,0.019192407,0.02595422,0.02733459,0.019432471,0.030715496,0.0273746,0.000147364
0.021052906,0.034916622,0.019332444,0.026854461,0.03203585,0.03255599,0.038837674,0.028334858,0.000108027
0.035156687,0.038537593,0.036256982,0.028694954,0.026594391,0.019072375,0.026894472,0.019132391,0.000169167
0.038677631,0.022573313,0.031815791,0.025974225,0.032996108,0.029335126,0.025614128,0.03699718,8.77E-05
0.039237781,0.028534912,0.035256714,0.032515979,0.02599423,0.024913941,0.018152128,0.031995839,8.64E-05
0.023333517,0.028134804,0.027854729,0.028915013,0.018772294,0.027494633,0.029055051,0.022473286,0.000131153
0.018152128,0.022313243,0.03643703,0.024893935,0.038097475,0.02789474,0.021673072,0.019952611,0.000156064
0.037437298,0.021252959,0.022293238,0.025734161,0.027594659,0.033256177,0.037477309,0.032616006,0.000113574
0.030055319,0.019712546,0.023293506,0.036036923,0.03229592,0.027034509,0.031935823,0.02517401,0.000147656
0.01909238,0.028014772,0.021232954,0.021733088,0.039397824,0.037297261,0.037897422,0.038057465,8.77E-05
0.023013431,0.02871496,0.039037727,0.023153469,0.02323349,0.038197502,0.024753898,0.021092916,0.000113535
0.028995035,0.021953147,0.030495437,0.030455426,0.02379364,0.027854729,0.02957519,0.027414611,0.000118797
0.037977443,0.023853656,0.021573045,0.026994499,0.018452208,0.034136413,0.036857143,0.020572777,0.000149619
0.032575995,0.023573581,0.035176692,0.022593319,0.034456499,0.028774976,0.026834456,0.020892863,0.000143857
0.019812573,0.020032632,0.030895544,0.021112922,0.017872053,0.037757384,0.03531673,0.019212412,0.000155035
0.026574386,0.027914745,0.03479659,0.018632257,0.032896081,0.025934214,0.037237245,0.034976639,8.24E-05
0.030215362,0.037397288,0.039137754,0.026194284,0.022873394,0.018932337,0.029395142,0.019552503,0.000163793
0.03255599,0.019792568,0.023873662,0.026754434,0.026654407,0.025634134,0.023113458,0.028854997,0.000132506
0.0314757,0.028674949,0.035116676,0.030495437,0.025834187,0.018112117,0.026494364,0.039357813,7.35E-05
0.023353522,0.026554381,0.029895276,0.031355668,0.021332981,0.021192943,0.03643703,0.036036923,8.88E-05
0.020012627,0.032235904,0.029975298,0.033856338,0.026414343,0.02677444,0.019592514,0.038477577,7.01E-05
0.024333785,0.035576799,0.037957438,0.033796322,0.025874198,0.025614128,0.038537593,0.022593319,0.000119713
0.033696295,0.028474895,0.021152932,0.018592246,0.023353522,0.036116944,0.030015308,0.035676826,9.15E-05
0.036477041,0.030755507,0.037457304,0.020792836,0.025013968,0.025734161,0.025674145,0.022513297,0.000127309
0.026414343,0.039357813,0.032515979,0.026894472,0.019292434,0.036296993,0.026754434,0.035916891,6.28E-05
0.020052637,0.018432203,0.027874735,0.035096671,0.01801209,0.035696832,0.028094794,0.02129297,0.000150635
0.035496778,0.033356204,0.031975834,0.037457304,0.024033705,0.024553844,0.039137754,0.038257518,7.04E-05
0.021813109,0.0366971,0.024973957,0.02487393,0.037037191,0.025154005,0.02901504,0.028134804,0.000102472
0.034256445,0.028414879,0.029295115,0.025414075,0.029915282,0.020612788,0.03039541,0.032275914,9.63E-05
0.036917159,0.038657625,0.039557867,0.028434885,0.030255373,0.03971791,0.034816596,0.031975834,6.64E-05
0.039297797,0.036196966,0.018872321,0.038177497,0.024853925,0.022793372,0.035516783,0.0303554,0.000114101
0.034576531,0.028434885,0.026294311,0.035776853,0.028434885,0.037237245,0.033316193,0.027754702,9.75E-05
0.023173474,0.025374064,0.031435689,0.021252959,0.02927511,0.018652262,0.025874198,0.018052101,0.000200563
0.039797931,0.027474627,0.031515711,0.027494633,0.024753898,0.035976907,0.024373796,0.034376478,7.88E-05
0.027414611,0.037477309,0.039497851,0.034896617,0.022273233,0.032515979,0.038977711,0.033536252,6.86E-05
0.026074252,0.033956365,0.019072375,0.034696563,0.034476504,0.025033973,0.024633866,0.025334053,0.000132018
0.033916354,0.031455695,0.025674145,0.025454086,0.034576531,0.021633061,0.037717373,0.025854193,0.000123629
0.037697368,0.021433007,0.027314584,0.038477577,0.024153737,0.033636279,0.03423644,0.020372723,0.000144425
0.023093453,0.022813378,0.037737379,0.03755733,0.029875271,0.021733088,0.034596537,0.026394338,0.00012697
0.037297261,0.03837755,0.034816596,0.03393636,0.019832578,0.028294847,0.022593319,0.037197234,6.37E-05
0.019252423,0.030295383,0.036196966,0.02871496,0.025134,0.026334322,0.020092648,0.031095598,8.73E-05
0.025674145,0.027494633,0.019712546,0.039577872,0.027474627,0.03643703,0.020032632,0.039697904,8.61E-05
0.019432471,0.029775244,0.025854193,0.019632525,0.03255599,0.019752557,0.027234563,0.0366971,8.70E-05
0.037797395,0.036837137,0.019132391,0.02293341,0.03807747,0.027554649,0.018132122,0.039797931,8.19E-05
0.028414879,0.018852316,0.030115335,0.021873125,0.01883231,0.030455426,0.026114263,0.03531673,0.000107646
0.023533571,0.029135072,0.018852316,0.033756311,0.037797395,0.036657089,0.039017722,0.027134536,0.000114914
0.036557062,0.020952879,0.028314853,0.024813914,0.027574654,0.02461386,0.032796054,0.026754434,0.000132733
0.037197234,0.039617883,0.027754702,0.032315925,0.029135072,0.026394338,0.034516515,0.03315615,8.09E-05
0.033256177,0.019132391,0.039817937,0.037317266,0.035456767,0.03535674,0.037077202,0.02763467,0.000115726
0.026474359,0.023593587,0.031275646,0.036797127,0.036797127,0.031415684,0.02461386,0.031335662,9.70E-05
0.022613324,0.018972348,0.023213485,0.0366971,0.019572509,0.028794981,0.027774708,0.029155078,0.000133483
0.029795249,0.031555721,0.037917427,0.025113994,0.033376209,0.018372187,0.022893399,0.022913404,0.000138247
0.024433812,0.029375137,0.023933678,0.039397824,0.037597341,0.029355131,0.036337003,0.035556794,8.66E-05
0.032435957,0.034976639,0.020432739,0.033556258,0.027094525,0.031655748,0.037357277,0.025494096,0.000116756
0.038577604,0.032495973,0.024273769,0.018472214,0.024993962,0.023773635,0.028374869,0.019312439,0.000169571
0.028474895,0.028694954,0.029055051,0.022533302,0.037857411,0.037097207,0.022013163,0.018232149,0.000137007
0.039377819,0.019052369,0.018692273,0.031115603,0.038697636,0.033076129,0.029315121,0.036337003,0.000125502
0.021633061,0.030495437,0.038797663,0.036777121,0.036937164,0.038177497,0.031875807,0.034856606,7.04E-05
0.030135341,0.033856338,0.018252155,0.026094257,0.021873125,0.029915282,0.024453817,0.02237326,0.000143372
0.021673072,0.03091555,0.03613695,0.031875807,0.032095866,0.023513565,0.025754166,0.024273769,0.00011937
0.018652262,0.029935287,0.025354059,0.038397556,0.036817132,0.018612251,0.029615201,0.032575995,0.000100338
0.02651437,0.025013968,0.018052101,0.039677899,0.031995839,0.027434617,0.028754971,0.024093721,0.000150676
0.020792836,0.03341622,0.030215362,0.039737915,0.035996912,0.02707452,0.025053978,0.037097207,7.27E-05
0.031835796,0.018712278,0.020392729,0.033216167,0.01853223,0.035996912,0.034096403,0.032155882,0.000127427
0.03643703,0.03479659,0.02073282,0.028394874,0.035676826,0.037737379,0.018092112,0.029555185,9.47E-05
0.033456231,0.027934751,0.027994767,0.03311614,0.037237245,0.019632525,0.027534643,0.025834187,0.000128311
0.020712814,0.037777389,0.028534912,0.018292165,0.03535674,0.038017454,0.027434617,0.029915282,8.22E-05
0.025654139,0.024433812,0.028394874,0.033036118,0.023813646,0.019292434,0.019032364,0.018112117,0.000200698
0.033476236,0.034516515,0.038217507,0.029635207,0.035576799,0.02297342,0.030515442,0.034096403,7.59E-05
0.022193211,0.035856875,0.029675217,0.020652798,0.03919777,0.030315389,0.025734161,0.037777389,6.79E-05
0.034376478,0.026934482,0.028554917,0.022273233,0.025854193,0.034576531,0.024073715,0.035236708,8.15E-05
0.033496242,0.032215898,0.035956901,0.030515442,0.035656821,0.018692273,0.020832847,0.038137486,6.97E-05
0.030295383,0.031935823,0.024493828,0.02677444,0.029315121,0.03751732,0.037657357,0.023933678,0.00010944
0.019332444,0.033656285,0.022133195,0.037157223,0.029435153,0.034636547,0.023533571,0.035516783,8.12E-05
0.021312975,0.038137486,0.031915818,0.03699718,0.038877684,0.035256714,0.029695223,0.026914477,8.66E-05
0.030835528,0.024533839,0.023193479,0.035996912,0.021753093,0.032756043,0.025033973,0.031955829,0.000102126
0.03837755,0.025254032,0.024393801,0.026874466,0.019252423,0.029735233,0.032375941,0.033796322,9.77E-05
0.019892594,0.018192139,0.021633061,0.017872053,0.033296188,0.020112653,0.029715228,0.020932873,0.000203673
0.020652798,0.020292702,0.03945784,0.025594123,0.033616274,0.019212412,0.021332981,0.03367629,0.000108787
0.024813914,0.035336735,0.03725725,0.025374064,0.03833754,0.026934482,0.027494633,0.036797127,6.73E-05
0.028314853,0.035676826,0.019432471,0.019332444,0.03173577,0.026994499,0.036477041,0.03009533,0.000108759
0.018512224,0.022233222,0.020832847,0.034276451,0.028634938,0.025494096,0.02651437,0.033696295,0.000116105
0.019292434,0.025714155,0.037357277,0.031975834,0.031075593,0.037437298,0.033696295,0.026474359,0.00010013
0.0303554,0.022053174,0.02517401,0.027614665,0.037137218,0.036196966,0.020412734,0.023833651,0.000126972
0.033076129,0.037137218,0.018172133,0.021352986,0.034516515,0.03341622,0.024233758,0.025734161,0.000121758
0.032395947,0.019572509,0.021252959,0.025314048,0.025734161,0.019812573,0.029655212,0.024933946,0.000168153
0.038857679,0.026294311,0.028734965,0.031235636,0.0366971,0.026194284,0.035076665,0.032896081,9.45E-05
0.027734697,0.035456767,0.020312707,0.038057465,0.022193211,0.037997448,0.020592782,0.023373528,0.000112574
0.027574654,0.03535674,0.023153469,0.039357813,0.028734965,0.019732552,0.030375405,0.039437835,7.88E-05
0.038417561,0.026654407,0.021793104,0.032696027,0.023993694,0.018332176,0.025013968,0.019592514,0.000196434
0.025394069,0.026714423,0.032095866,0.032075861,0.033036118,0.018092112,0.02815481,0.019112385,0.000186082
0.031275646,0.027094525,0.03889769,0.026354327,0.031095598,0.017992085,0.025314048,0.03505666,8.47E-05
0.034336467,0.028214826,0.021733088,0.039657894,0.035816864,0.034556526,0.030695491,0.036757116,8.81E-05
0.031435689,0.020632793,0.018612251,0.025274037,0.019692541,0.035276719,0.018972348,0.03095556,0.000127066
0.031755775,0.034936628,0.018192139,0.03587688,0.037497314,0.027714692,0.028794981,0.033336199,0.000103249
0.034996644,0.026054246,0.021893131,0.028895008,0.033396215,0.037857411,0.03915776,0.027674681,0.000110613
0.036397019,0.031315657,0.022353254,0.029215094,0.019472482,0.036577068,0.034196429,0.029375137,9.83E-05
0.020252691,0.037437298,0.037497314,0.033596268,0.022173206,0.018312171,0.026974493,0.027934751,0.000101706
0.018252155,0.034156419,0.027394606,0.020992889,0.024633866,0.037937432,0.034896617,0.037377282,7.13E-05
0.021112922,0.031375673,0.028294847,0.031055587,0.029175083,0.030155346,0.037217239,0.027574654,0.000100671
0.034216435,0.02789474,0.029455158,0.026274305,0.036977175,0.03285607,0.022093184,0.031515711,8.79E-05
0.019872589,0.039737915,0.034716569,0.020952879,0.031935823,0.039477845,0.026934482,0.021493024,0.000104151
0.03009533,0.028074788,0.03837755,0.026394338,0.035556794,0.030715496,0.030635475,0.027854729,9.58E-05
0.038557599,0.037857411,0.035716837,0.035636816,0.02487393,0.029375137,0.033576263,0.029175083,8.46E-05
0.036777121,0.034636547,0.036397019,0.027514638,0.028534912,0.035156687,0.031835796,0.034016381,6.91E-05
0.02077283,0.024673876,0.021993158,0.021513029,0.026014236,0.019492487,0.036837137,0.029135072,0.000127352
0.02677444,0.034336467,0.02323349,0.020292702,0.020532766,0.023013431,0.036156955,0.036357009,8.47E-05
0.030015308,0.027674681,0.027214558,0.025093989,0.027674681,0.02073282,0.030295383,0.03695717,8.60E-05
0.030815523,0.018592246,0.020272696,0.017912063,0.023033437,0.021112922,0.02379364,0.038797663,0.000121928
0.018412198,0.025113994,0.039057733,0.023453549,0.023333517,0.025194016,0.034436494,0.039497851,7.98E-05
0.031015577,0.020072643,0.026314316,0.036757116,0.036777121,0.034876612,0.038817668,0.032916086,0.000107919
0.022153201,0.030055319,0.035596805,0.032495973,0.023173474,0.031815791,0.026194284,0.039277792,6.70E-05
0.022993426,0.02595422,0.03367629,0.038737647,0.026394338,0.022893399,0.026354327,0.031595732,9.77E-05
0.025113994,0.026174279,0.038057465,0.026014236,0.031855802,0.029255105,0.025334053,0.031575727,8.95E-05
